Authors;Title;ID;Date;Konsortium;Publication Type;Quelle;Duplikat / Preprint
Esther Thea Inau, Jean Sack, Dagmar Waltemath, Atinkut Alamirrew Zeleke;Initiatives, Concepts, and Implementation Practices of the Findable, Accessible, Interoperable, and Reusable Data Principles in Health Data Stewardship: Scoping Review;10.2196/45013;2023;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Dorothea Iglezakis, Marc Fuhrmans, Susanne Arndt, Évariste Demandt, Stephan Hachinger, Daniela Hausen, Giacomo Lanza, Johannes Lipp, Rainer Stotzka, Džulia Terzijska;Interoperabilität von Metadaten innerhalb der NFDI;10.17192/BFDM.2021.2.8313;2021;Konsortium: NFDI4Ing;journalArticle;Quelle: Publikationsseite NFDI4Ing;
Curtis Huttenhower, Robert D. Finn, Alice Carolyn McHardy;Challenges and opportunities in sharing microbiome data and analyses;10.1038/s41564-023-01484-x;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Martin Thomas Horsch, Silvia Chiacchiera, Björn Schembera, Michael A. Seaton, Ilian T. Todorov;Semantic interoperability based on the European Materials and Modelling Ontology and its ontological paradigm: Mereosemiotics;10.48550/ARXIV.2003.11370;2020;Konsortium: NFDI4Cat;preprint;Quelle: Dimensons;
Thomas C.A. Hitch, Kevin Bisdorf, Afrizal Afrizal, Thomas Riedel, Jörg Overmann, Till Strowig, Thomas Clavel;A taxonomic note on the genus Prevotella: Description of four novel genera and emended description of the genera Hallella and Xylanibacter;10.1016/j.syapm.2022.126354;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Sonja Herres‐Pawlis, Johannes C. Liermann, Oliver Koepler;Research Data in Chemistry – Results of the first NFDI4Chem Community Survey;10.1002/zaac.202000339;2020;Konsortium: NFDI4Chem;journalArticle;Quelle: Scopus;
Sonja Herres‐Pawlis, Johannes Liermann;Den Datenschatz endlich heben;10.1002/nadc.20214117508;2021;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Sonja Herres‐Pawlis, Oliver Koepler, Christoph Steinbeck;NFDI4Chem: Shaping a Digital and Cultural Change in Chemistry;10.1002/anie.201907260;2019;Konsortium: NFDI4Chem;journalArticle;Quelle: Scopus;
Sonja Herres‐Pawlis, Felix Bach, Ian J. Bruno, Stuart J. Chalk, Nicole Jung, Johannes C. Liermann, Leah R. McEwen, Steffen Neumann, Christoph Steinbeck, Matthias Razum, Oliver Koepler;Minimum Information Standards in Chemistry: A Call for Better Research Data Management Practices;10.1002/anie.202203038;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Sonja Herres‐Pawlis, Felix Bach, Ian J. Bruno, Stuart J. Chalk, Nicole Jung, Johannes C. Liermann, Leah R. McEwen, Steffen Neumann, Christoph Steinbeck, Matthias Razum, Oliver Koepler;Mindestinformationsstandards in der Chemie: Ein Appell zum besseren Umgang mit Forschungsdaten;10.1002/ange.202203038;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Sonja Herres-Pawlis;NFDI4Chem - Fachkonsortium für die Chemie;10.17192/BFDM.2021.2.8340;2021;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Tanja Hörner, Iris Pigeot, Frank Oliver Glöckner, Rolf Drechsler;Disziplinübergreifendes Modell zur Ausbildung von Forschungsdatenmanagement und Data Science Kompetenzen: „Data Train – Training in Research Data Management and Data Science“;10.17192/BFDM.2021.3.8343;2021;Konsortium: NFDI4Ing;journalArticle;Quelle: Dimensons;
Martin Hock, Hannes Mayr, Manuela Richter, Jan Lemmer, Peter Pelz;plotID - a toolkit for connecting research data and visualization;10.48694/inggrid.3632;2023;Konsortium: NFDI4Ing;preprint;Quelle: Publikationsseite NFDI4Ing;
Sonja Herres‐Pawlis, Oliver Koepler, Christoph Steinbeck;NFDI4Chem: Digitalen und kulturellen Wandel in der Chemie gestalten;10.1002/ange.201907260;2019;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Sibylle Hermann, Dorothea Iglezakis, Anett Seeland;Requirements for Finding Research Data and Software;10.1002/pamm.201900480;2019;Konsortium: NFDI4Ing;journalArticle;Quelle: Dimensons;
Markus Herklotz, Lars Oberländer;iVA: Ein interaktiver Virtueller Assistent von BERD@BW zur Aufbereitung von Rechtsfragen im Bereich Open Science;10.11588/HEIBOOKS.979.C13742;2022;Konsortium: BERD@NFDI;conferencePaper;Quelle: Publikationsseite BERD@NFDI;
Ulrike Henny-Krahmer, Daniel Jettka;Softwarezitation in den Digital Humanities;DOI: 10.5281/zenodo.5106391;2021;Konsortium: NFDI4Culture;computerProgram;Quelle: Zenodo Community NFDI4Culture;
Christoph Haugwitz, Claas Hartmann, Gianni Allevato, Matthias Rutsch, Jan Hinrichs, Johannes Brotz, Dieter Bothe, Peter F. Pelz, Mario Kupnik;Multipath Flow Metering of High-Velocity Gas Using Ultrasonic Phased-Arrays;10.1109/OJUFFC.2022.3141333;2022;Konsortium: NFDI4Ing;journalArticle;Quelle: Dimensons;
Jochen Hartmann, Mark Heitmann, Christian Siebert, Christina Schamp;More than a Feeling: Accuracy and Application of Sentiment Analysis;10.1016/j.ijresmar.2022.05.005;2023;Konsortium: BERD@NFDI;journalArticle;Quelle: Dimensons;
Dara Hallinan, Alexander Bernier, Anne Cambon-Thomsen, Francis P. Crawley, Diana Dimitrova, Claudia Bauzer Medeiros, Gustav Nilsonne, Simon Parker, Brian Pickering, Stéphanie Rennes;International transfers of personal data for health research following Schrems II: a problem in need of a solution;10.1038/s41431-021-00893-y;2021;Konsortium: GHGA;journalArticle;Quelle: Publikationsseite GHGA;
Anna C Haber, Ulrich Sax, Fabian Prasser;Open tools for quantitative anonymization of tabular phenotype data: literature review;10.1093/bib/bbac440;2022;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Susanne Haaf, Matthias Boenig, Marius Hug;Das Deutsche Textarchiv gestern und heute;10.14220/mdge.2022.69.2.127;2022;Konsortium: Text+;journalArticle;Quelle: Dimensons;
Shuxia Guo, Claudia Beleites, Ute Neugebauer, Sara Abalde-Cela, Nils Kristian Afseth, Fatima Alsamad, Suresh Anand, Cuauhtemoc Araujo-Andrade, Sonja Aškrabić, Ertug Avci, Monica Baia, Malgorzata Baranska, Enrico Baria, Luis A. E. Batista De Carvalho, Philippe De Bettignies, Alois Bonifacio, Franck Bonnier, Eva Maria Brauchle, Hugh J. Byrne, Igor Chourpa, Riccardo Cicchi, Frederic Cuisinier, Mustafa Culha, Marcel Dahms, Catalina David, Ludovic Duponchel, Shiyamala Duraipandian, Samir F. El-Mashtoly, David I. Ellis, Gauthier Eppe, Guillaume Falgayrac, Ozren Gamulin, Benjamin Gardner, Peter Gardner, Klaus Gerwert, Evangelos J. Giamarellos-Bourboulis, Sveinbjorn Gizurarson, Marcin Gnyba, Royston Goodacre, Patrick Grysan, Orlando Guntinas-Lichius, Helga Helgadottir, Vlasta Mohaček Grošev, Catherine Kendall, Roman Kiselev, Micha Kölbach, Christoph Krafft, Sivashankar Krishnamoorthy, Patrick Kubryck, Bernhard Lendl, Pablo Loza-Alvarez, Fiona M. Lyng, Susanne Machill, Cedric Malherbe, Monica Marro, Maria Paula M. Marques, Ewelina Matuszyk, Carlo Francesco Morasso, Myriam Moreau, Howbeer Muhamadali, Valentina Mussi, Ioan Notingher, Marta Z. Pacia, Francesco S. Pavone, Guillaume Penel, Dennis Petersen, Olivier Piot, Julietta V. Rau, Marc Richter, Maria Krystyna Rybarczyk, Hamideh Salehi, Katja Schenke-Layland, Sebastian Schlücker, Markus Schosserer, Karin Schütze, Valter Sergo, Faris Sinjab, Janusz Smulko, Ganesh D. Sockalingum, Clara Stiebing, Nick Stone, Valérie Untereiner, Renzo Vanna, Karin Wieland, Jürgen Popp, Thomas Bocklitz;Comparability of Raman Spectroscopic Configurations: A Large Scale Cross-Laboratory Study;10.1021/acs.analchem.0c02696;2020;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Shuxia Guo, Jürgen Popp, Thomas Bocklitz;Chemometric analysis in Raman spectroscopy from experimental design to machine learning–based modeling;10.1038/s41596-021-00620-3;2021;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Cornelia Gruber, Patrick Oliver Schenk, Malte Schierholz, Frauke Kreuter, Göran Kauermann;Sources of Uncertainty in Machine Learning -- A Statisticians' View;10.48550/ARXIV.2305.16703;2023;Konsortium: BERD@NFDI;preprint;Quelle: Dimensons;
Hendrik Gossler, Johannes Riedel, Eric Daymo, Rinu Chacko, Sofia Angeli, Olaf Deutschmann;A New Approach to Research Data Management with a Focus on Traceability: Adacta;10.1002/cite.202200064;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Michael Goedicke, Ulrike Lucke;Research Data Management in Computer Science - NFDIxCS Approach;DOI:10.18420/inf2022_112;2022;Konsortium: NFDIxCS;book;Quelle: Scopus;
Dennis Gläser, Timo Koch, Sören Peters, Sven Marcus, Bernd Flemisch;fieldcompare: A Python package for regression testing simulation results;10.21105/joss.04905;2023;Konsortium: NFDI4Ing;journalArticle;Quelle: Publikationsseite NFDI4Ing;
Cornelius Grunwald, Gudrun Hiller, Kevin Kröninger, Lara Nollen;More Synergies from Beauty, Top, $Z$ and Drell-Yan Measurements in SMEFT;10.48550/ARXIV.2304.12837;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Julia Grühn, Alexander S. Behr, Talha H. Eroglu, Valentin Trögel, Katrin Rosenthal, Norbert Kockmann;From Coiled Flow Inverter to Stirred Tank Reactor – Bioprocess Development and Ontology Design;10.1002/cite.202100177;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Christiane Görgen, Rainer Sinn;Mathematik in der Nationalen Forschungsdateninfrastruktur;10.1515/dmvm-2021-0049;2021;Konsortium: MaRDI;journalArticle;Quelle: Publikationsseite MaRDI;
Jan Göpfert, Jann M. Weinand, Patrick Kuckertz, Detlef Stolten;Opportunities for Large Language Models and Discourse in Engineering Design;10.48550/ARXIV.2306.09169;2023;Konsortium: NFDI4Ing;preprint;Quelle: Dimensons;
Tobias Glück, Tobias Biermann, Alexander Wolf, Sören Budig, Arved Ziebehl, Marvin Knöchelmann, Roland Lachmayer;Distraction Potential of Vehicle-Based On-Road Projection;10.3390/app112412030;2021;Konsortium: NFDI4Ing;journalArticle;Quelle: Dimensons;
Frank Oliver Glöckner, Michael Diepenbroek;NFDI4BioDiversity: Biodiversity, ecology and environmental data;10.3897/biss.3.37282;2019;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Bela Gipp, André Greiner-Petter, Moritz Schubotz, Norman Meuschke;Methods and Tools to Advance the Retrieval of Mathematical Knowledge from Digital Libraries for Search-, Recommendation-, and Assistance-Systems;10.48550/ARXIV.2305.07335;2023;Konsortium: MaRDI;preprint;Quelle: Dimensons;
Luca M. Ghiringhelli, Carsten Baldauf, Tristan Bereau, Sandor Brockhauser, Christian Carbogno, Javad Chamanara, Stefano Cozzini, Stefano Curtarolo, Claudia Draxl, Shyam Dwaraknath, Ádám Fekete, James Kermode, Christoph T. Koch, Markus Kühbach, Alvin Noe Ladines, Patrick Lambrix, Maja-Olivia Lenz-Himmer, Sergey Levchenko, Micael Oliveira, Adam Michalchuk, Ron Miller, Berk Onat, Pasquale Pavone, Giovanni Pizzi, Benjamin Regler, Gian-Marco Rignanese, Jörg Schaarschmidt, Markus Scheidgen, Astrid Schneidewind, Tatyana Sheveleva, Chuanxun Su, Denis Usvyat, Omar Valsson, Christof Wöll, Matthias Scheffler;Shared Metadata for Data-Centric Materials Science;10.48550/ARXIV.2205.14774;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;ja
Sabine Gehrlein, Jan Kamlah, Matthias Pintsch;Vom Papier zur Datenanalyse: „Neue“ historische Forschungsdaten für die Wirtschaftswissenschaften;10.11588/HEIBOOKS.598.C8423;2020;Konsortium: BERD@NFDI;conferencePaper;Quelle: Publikationsseite BERD@NFDI;
Sabine Friedel, Barbara Felderer, Ulrich Krieger, Carina Cornesse, Annelies G. Blom;The Early Bird Catches the Worm! Setting a Deadline for Online Panel Recruitment Incentives;10.1177/08944393221096970;2022;Konsortium: BERD@NFDI;journalArticle;Quelle: Dimensons;
Hamed Babaei Giglou, Jennifer D'Souza, Sören Auer;LLMs4OL: Large Language Models for Ontology Learning;10.48550/ARXIV.2307.16648;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;
Kerstin Gierend, Frank Krüger, Dagmar Waltemath, Maximilian Fünfgeld, Thomas Ganslandt, Atinkut Alamirrew Zeleke;Approaches and Criteria for Provenance in Biomedical Data Sets and Workflows: Protocol for a Scoping Review;10.2196/31750;2021;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Luca M. Ghiringhelli, Carsten Baldauf, Tristan Bereau, Sandor Brockhauser, Christian Carbogno, Javad Chamanara, Stefano Cozzini, Stefano Curtarolo, Claudia Draxl, Shyam Dwaraknath, Ádám Fekete, James Kermode, Christoph T. Koch, Markus Kühbach, Alvin Noe Ladines, Patrick Lambrix, Maja-Olivia Himmer, Sergey V. Levchenko, Micael Oliveira, Adam Michalchuk, Ronald E. Miller, Berk Onat, Pasquale Pavone, Giovanni Pizzi, Benjamin Regler, Gian-Marco Rignanese, Jörg Schaarschmidt, Markus Scheidgen, Astrid Schneidewind, Tatyana Sheveleva, Chuanxun Su, Denis Usvyat, Omar Valsson, Christof Wöll, Matthias Scheffler;Shared metadata for data-centric materials science;10.1038/s41597-023-02501-8;2023;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;ja
Sabine Gehrlein, Irene Schumm, Renat Shigapov;BERD@BW – A Science Data Center to foster Open Science in Business, Economics and Social Sciences;10.11588/HEIBOOKS.979.C13743;2022;Konsortium: BERD@NFDI;conferencePaper;Quelle: Publikationsseite BERD@NFDI;
Sabine Gehrlein, Annette Klein, Irene Schumm, Klaus Tochtermann;BERD@NFDI für unstrukturierte Daten in den Wirtschafts- und Sozialwissenschaften;10.3196/1864295020691280;2022;Konsortium: BERD@NFDI;journalArticle;Quelle: Scopus;
Konrad U. Förstner, Anke Becker, Jochen Blom, Peer Bork, Thomas Clavel, Marius Dieckmann, Alexander Goesmann, Barbara Götz, Thomas Gübitz, Franziska Hufsky, Sebastian Jünemann, Marie-Louise Körner, Manja Marz, Ulisses Nunes Da Rocha, Jörg Overmann, Alfred Pühler, Dietrich Rebholz-Schuhmann, Alexander Sczyrba, Jens Stoye, Justine Vandendorpe, Thea Van Rossum, Alice McHardy;NFDI4Microbiota – national research data infrastructure for microbiota research;10.3897/rio.9.e110501;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Giulio Formenti, Linelle Abueg, Angelo Brajuka, Nadolina Brajuka, Cristóbal Gallardo-Alba, Alice Giani, Olivier Fedrigo, Erich D Jarvis, Alfonso Valencia;Gfastats: conversion, evaluation and manipulation of genome sequences using assembly graphs;10.1093/bioinformatics/btac460;2022;Konsortium: DataPLANT;journalArticle;Quelle: Dimensons;
Lucas Foppa, Thomas A. R. Purcell, Sergey V. Levchenko, Matthias Scheffler, Luca M. Ghiringhelli;Hierarchical Symbolic Regression for Identifying Key Physical Parameters Correlated with Bulk Properties of Perovskites;10.1103/PhysRevLett.129.055301;2022;Konsortium: DAPHNE4NFDI;journalArticle;Quelle: Dimensons;ja
Juliane Fluck, Birte Lindstädt, Wolfgang Ahrens, Oya Beyan, Benedikt Buchner, Johannes Darms, Ralf Depping, Jens Dierkes, Hubertus Neuhausen, Wolfgang Müller, Hajo Zeeb, Martin Golebiewski, Markus Löffler, Matthias Löbe, Franke Meineke, Sebastian Klammt, Oana Brosteanu, Holger Fröhlich, Horst Hahn, Matthias Schulze, Tobias Pischon, Ute Nöthlings, Ulrich Sax, Harald Kusch, Linnus Grabenhenrich, Carsten Oliver Schmidt, Dagmar Waltemath, Sebastian Semler, Juliane Gehrke, Toralf Kirsten, Fabian Praßer, Sylvia Thun, Lothar Wieler, Iris Pigeot;NFDI4Health – Nationale Forschungsdateninfrastruktur für personenbezogene Gesundheitsdaten;10.17192/BFDM.2021.2.8331;2021;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Fabian Fink, Henrika M. Hüppe, Nicole Jung, Alexander Hoffmann, Sonja Herres‐Pawlis;Sharing is Caring: Guidelines for Sharing in the Electronic Laboratory Notebook (ELN) Chemotion as applied by a Synthesis‐oriented Working Group**;10.1002/cmtd.202200026;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Claudia Fevola, Christiane Görgen;The mathematical research-data repository MathRepo;10.48550/ARXIV.2202.04022;2022;Konsortium: MaRDI;preprint;Quelle: Publikationsseite MaRDI;
Manuel Feser, Patrick König, Anne Fiebig, Daniel Arend, Matthias Lange, Uwe Scholz;On the way to plant data commons – a genotyping use case;10.1515/jib-2022-0033;2022;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Lucas Foppa, Christopher Sutton, Luca M. Ghiringhelli, Sandip De, Patricia Löser, Stephan A. Schunk, Ansgar Schäfer, Matthias Scheffler;Learning Design Rules for Selective Oxidation Catalysts from High-Throughput Experimentation and Artificial Intelligence;10.1021/acscatal.1c04793;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Lucas Foppa, Thomas A. R. Purcell, Sergey V. Levchenko, Matthias Scheffler, Luca M. Ghiringhelli;Hierarchical symbolic regression for identifying key physical parameters correlated with bulk properties of perovskites;10.48550/ARXIV.2202.13019;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;ja
Fabian Fink, Alexander Hoffmann, Sonja Herres-Pawlis;Results of a Three-Year Survey on the Implementation of Research Data Management and the Electronic Laboratory Notebook (ELN) Chemotion in an Advanced Inorganic Lab Course;10.1021/acs.jchemed.3c00380;2023;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Aleksandr Fedorov, Anna Perechodjuk, David Linke;Kinetics-constrained neural ordinary differential equations: Artificial neural network models tailored for small data to boost kinetic model development;10.1016/j.cej.2023.146869;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Jan Eufinger, Jan Korbel, Eva Winkler, Oliver Kohlbacher, Oliver Stegle;Genomdaten FAIR und sicher teilen: Das Deutsche Humangenom-Phänom Archiv (GHGA) als Baustein der Nationalen Forschungsdateninfrastruktur;10.17192/BFDM.2021.2.8349;2021;Konsortium: GHGA;journalArticle;Quelle: Publikationsseite GHGA;
Sara Espinoza, David Linke, Christoph Wulf, Sonja Schimmler, Stephan Andreas Schunk, Peter Benner, Ralph Kraehnert, Udo Kragl, Stefan Palkovits, Mehtap Oezaslan, Roger Gläser, Thomas Bönisch, Nils Bohmer, Michael Resch, Matthias Beller, Olaf Deutschmann, Uwe Bonscheuer, Mark Greiner, Walter Leitner, Kurt Wagemann;NFDI for Catalysis-Related Sciences;10.17192/BFDM.2021.2.8333;2021;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Amirhossein Ershadi, Michael Finkel, Bernd Susset, Peter Grathwohl;Applicability of machine learning models for the assessment of long-term pollutant leaching from solid waste materials;10.1016/j.wasman.2023.09.001;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Johannes Erdmann, Cornelius Grunwald, Kevin Kröninger, Salvatore La Cagnina, Lars Röhrig, Erich Varnes;Reformulation of a likelihood approach to fake-lepton estimation in the framework of Bayesian inference;10.1016/j.nima.2021.165939;2022;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Publikationsseite PUNCH4NFDI;ja
Carola Emminger, Shirly Espinoza, Steffen Richter, Mateusz Rebarz, Oliver Herrfurth, Martin Zahradník, Rüdiger Schmidt-Grund, Jakob Andreasson, Stefan Zollner;Coherent Acoustic Phonon Oscillations and Transient Critical Point Parameters of Ge from Femtosecond Pump–Probe Ellipsometry;10.1002/pssr.202200058;2022;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;
Fajar J. Ekaputra, Majlinda Llugiqi, Marta Sabou, Andreas Ekelhart, Heiko Paulheim, Anna Breit, Artem Revenko, Laura Waltersdorfer, Kheir Eddine Farfar, Sören Auer;Describing and Organizing Semantic Web and Machine Learning Systems in the SWeMLS-KG;10.48550/ARXIV.2303.15113;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;ja
Aleksandr Fedorov, David Linke;Data analysis of CO2 hydrogenation catalysts for hydrocarbon production;10.1016/j.jcou.2022.102034;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Johannes Erdmann, Cornelius Grunwald, Kevin Kröninger, Salvatore La Cagnina, Lars Röhrig, Erich Varnes;Reformulation of a likelihood approach to fake-lepton estimation in the framework of Bayesian inference;10.48550/ARXIV.2106.13628;2021;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;ja
Harry Enke, Andreas Haungs, Thomas Schörner-Sadenius, Kilian Schwarz, Markus Demleitner, Achim Geiser, Lukas Heinrich, Michael Kramer, Gernot Maier, Dominik Schwarz, Hendrik Seitz-Moskaliuk, Hubert Simma, Michael Sterzik, Stefan Typel;Survey of Open Data Concepts Within Fundamental Physics: An Initiative of the PUNCH4NFDI Consortium;10.1007/s41781-022-00081-7;2022;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Scopus;
Felix Engel, Nenad Krdzavac, Erhun Giray Tuncay, Axel Klinger, John Hughes;Semantification of Space Data - A Feasibility Study;10.1109/JCDL57899.2023.00065;2023;Konsortium: NFDI4Ing;conferencePaper;Quelle: Dimensons;
Kathryn Dumschott, Hannah Dörpholz, Marie-Angélique Laporte, Dominik Brilhaus, Andrea Schrader, Björn Usadel, Steffen Neumann, Elizabeth Arnaud, Angela Kranz;Ontologies for increasing the FAIRness of plant research data;10.48550/ARXIV.2309.07129;2023;Konsortium: NFDI4Chem;preprint;Quelle: Dimensons;
C Döhla, J Dierkes, H Zeeb;Data Stewardship. A new health profession for findable, accessible, interoperable and re-usable data;10.1093/eurpub/ckab165.172;2021;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Évariste Demandt, Torsten Bronger, Ina Heine, Angelina Kraft, Nils Preuß, Annett Schwarz;Nationale Forschungsdateninfrastruktur für die Ingenieurwissenschaften (NFDI4Ing);10.17192/BFDM.2021.2.8329;2021;Konsortium: NFDI4Ing;journalArticle;Quelle: Publikationsseite NFDI4Ing;
Jonas Dehning, Sebastian B. Mohr, Sebastian Contreras, Philipp Dönges, Emil N. Iftekhar, Oliver Schulz, Philip Bechtle, Viola Priesemann;Impact of the Euro 2020 championship on the spread of COVID-19;10.1038/s41467-022-35512-x;2023;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Dimensons;ja
Julian Oliver Dörr, Jan Kinne, David Lenz, Georg Licht, Peter Winker, Liviu-Adrian Cotfas;An integrated data framework for policy guidance during the coronavirus pandemic: Towards real-time decision support for economic policymakers;10.1371/journal.pone.0263898;2022;Konsortium: BERD@NFDI;journalArticle;Quelle: Publikationsseite BERD@NFDI;
Philipp Diercks, Dennis Gläser, Ontje Lünsdorf, Michael Selzer, Bernd Flemisch, Jörg F. Unger;Evaluation of tools for describing, reproducing and reusing scientific workflows;10.48550/ARXIV.2211.06429;2022;Konsortium: NFDI4Ing;preprint;Quelle: Publikationsseite NFDI4Ing;
Antony Della Vecchia, Michael Joswig, Benjamin Lorenz;A FAIR File Format for Mathematical Software;10.48550/ARXIV.2309.00465;2023;Konsortium: MaRDI;preprint;Quelle: Publikationsseite MaRDI;
Jonas Dehning, Sebastian B. Mohr, Sebastian Contreras, Philipp Dönges, Emil N. Iftekhar, Oliver Schulz, Philip Bechtle, Viola Priesemann;Impact of the Euro 2020 championship on the spread of COVID-19;10.48550/ARXIV.2301.07659;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;ja
Auriol Degbelo, Benno Schmidt, Christin Henzen, Sarah Lechler, Birgitta Lubahn, Franziska Zander;Desiderata for Intelligent Maps: A Multiperspective Compilation;10.1007/s42489-023-00142-w;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
James Dean, Matthias Scheffler, Thomas A. R. Purcell, Sergey V. Barabash, Rahul Bhowmik, Timur Bazhirov;Interpretable machine learning for materials design;10.1557/s43578-023-01164-w;2023;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;
Kevin F.A. Darras, Noemí Pérez, Mauladi -, Tara Hanf-Dressler;BioSounds: an open-source, online platform for ecoacoustics;10.12688/f1000research.26369.1;2020;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Tim Conrad, Eloi Ferrer, Daniel Mietchen, Larissa Pusch, Johannes Stegmuller, Moritz Schubotz;Making Mathematical Research Data FAIR: A Technology Overview;10.48550/ARXIV.2309.11829;2023;Konsortium: MaRDI;preprint;Quelle: Publikationsseite MaRDI;
Thomas Clavel, Hans‐Peter Horz, Nicola Segata, Maria Vehreschild;Next steps after 15 stimulating years of human gut microbiome research;10.1111/1751-7915.13970;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Publikationsseite NFDI4Microbiota;
Venkata Chandrasekhar, Nisha Sharma, Jonas Schaub, Christoph Steinbeck, Kohulan Rajan;Cheminformatics Microservice: unifying access to open cheminformatics toolkits;10.1186/s13321-023-00762-4;2023;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Gregor Feindt, Bernhard Gissibl, Johannes Paulmann, Fabian Cremer, Silvia Daniel, Marina Lemaire, Katrin Moeller, Matthias Razum, Arnošt Štanzel;Data meets history: A research data management strategy for the historically oriented humanities;DOI: 10.1515/9783110679151-009;2021;Konsortium: NFDI4Memory;bookSection;Quelle: Dimensons;
Hanna H. Cramer, Shubhajit Das, Matthew D. Wodrich, Clémence Corminboeuf, Christophe Werlé, Walter Leitner;Theory-guided development of homogeneous catalysts for the reduction of CO <sub>2</sub> to formate, formaldehyde, and methanol derivatives;10.1039/D2SC06793E;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
D. A. Clarke;Isothermal and isentropic speed of sound in (2+1)-flavor QCD at non-zero baryon chemical potential;10.48550/ARXIV.2212.10009;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Fatma Chafra, Felipe Borim Correa, Faith Oni, Özlen Konu Karakayalı, Peter F Stadler, Ulisses Nunes Da Rocha, Sofia Forslund;StandEnA: a customizable workflow for standardized annotation and generating a presence–absence matrix of proteins;10.1093/bioadv/vbad069;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Matthew R. Carbone, Fanchen Meng, Christian Vorwerk, Benedikt Maurer, Fabian Peschel, Xiaohui Qu, Eli Stavitski, Claudia Draxl, John Vinson, Deyu Lu;Lightshow: a Python package for generating computational x-ray absorption spectroscopy input files;10.48550/ARXIV.2211.04452;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;
Jan C. Brammer, Gerd Blanke, Claudia Kellner, Alexander Hoffmann, Sonja Herres-Pawlis, Ulrich Schatzschneider;TUCAN: A molecular identifier and descriptor applicable to the whole periodic table from hydrogen to oganesson;10.21203/rs.3.rs-1466562/v1;2022;Konsortium: NFDI4Chem;preprint;Quelle: Dimensons;ja
